1,1,52.38,57.93,131.43,65.07,1,1,1.0
2,1,26.34,51.92,131.43,67.78,1,1,1.0
3,1,17.0,53.9,117.4,59.1,1,1,1.0
4,1,2.31,51.23,112.09,59.1,1,1,1.0
5,1,2.31,51.23,94.09,59.1,1,1,1.0
6,1,0.3,47.22,76.7,59.099999999999994,1,1,1.0
7,1,0.97,41.21,56.7,59.1,1,1,1.0
8,1,0.0,39.88,44.3,53.12,1,1,1.0
9,1,0.0,39.88,30.9,53.12,1,1,1.0
10,1,0.0,39.88,14.2,53.12,1,1,1.0
10,2,913.4,176.0,44.870000000000005,89.73000000000002,1,1,1.0
11,2,856.6,176.0,101.66999999999996,89.73000000000002,1,1,1.0
12,2,814.5,170.7,143.76999999999998,95.03000000000003,1,1,1.0
13,2,773.8,157.3,184.47000000000003,109.80000000000001,1,1,1.0
14,2,734.4,145.3,225.60000000000002,131.8,1,1,1.0
14,3,1.52,178.06,17.95,55.06,1,1,1.0
15,2,682.3,142.0,277.70000000000005,121.69999999999999,1,1,1.0
15,3,1.52,167.3,35.879999999999995,82.6,1,1,1.0
16,2,652.25,129.98,277.70000000000005,121.70000000000002,1,1,1.0
16,3,1.52,167.3,55.08,91.0,1,1,1.0
17,2,606.16,120.63,277.70000000000005,121.70000000000002,1,1,1.0
17,3,1.52,167.3,74.28,105.39999999999998,1,1,1.0
18,2,584.4,111.32,252.90999999999997,121.70000000000002,1,1,1.0
18,3,1.52,167.3,98.18,121.0,1,1,1.0
19,2,538.8,108.6,252.91000000000008,114.58000000000001,1,1,1.0
19,3,1.52,167.3,122.08,134.2,1,1,1.0
20,2,507.51,104.1,244.89,108.35,1,1,1.0
20,3,1.52,176.9,149.57999999999998,141.4,1,1,1.0
21,2,482.5,104.1,233.24,98.52000000000001,1,1,1.0
21,3,1.52,184.1,171.07999999999998,145.00000000000003,1,1,1.0
22,2,457.5,100.52,218.01,96.78000000000002,1,1,1.0
22,3,1.52,184.1,202.17999999999998,155.79999999999998,1,1,1.0
23,2,420.84,90.69,218.01000000000005,96.78,1,1,1.0
23,3,9.89,199.66,222.51,155.84,1,1,1.0
24,2,399.4,84.43,204.58000000000004,96.78,1,1,1.0
24,3,38.62,206.84,227.27999999999997,171.35999999999999,1,1,1.0
25,2,372.58,80.85,204.57999999999998,96.78,1,1,1.0
25,3,57.77,222.4,239.23999999999998,167.79999999999998,1,1,1.0
26,2,350.2,71.91,191.2,96.78,1,1,1.0
26,3,85.3,224.8,270.4,190.5,1,1,1.0
27,2,324.27,67.44,191.20000000000005,96.78,1,1,1.0
27,3,116.42,248.74,270.4,190.5,1,1,1.0
28,2,301.9,73.7,182.28000000000003,76.2,1,1,1.0
28,3,139.2,251.2,306.3,215.57,1,1,1.0
29,2,280.44,73.7,182.28000000000003,76.2,1,1,1.0
29,3,173.91,272.74,326.69000000000005,215.57,1,1,1.0
29,4,910.3,176.87,49.700000000000045,74.78,1,1,1.0
30,2,253.62,66.55,182.27999999999997,76.2,1,1,1.0
30,3,212.2,285.91,351.8,238.29000000000002,1,1,1.0
30,4,848.2,176.87,111.79999999999995,74.78,1,1,1.0
31,2,232.16,63.87,182.28,76.19999999999999,1,1,1.0
31,3,246.9,301.5,387.70000000000005,238.26,1,1,1.0
31,4,806.8,153.1,153.20000000000005,98.55000000000001,1,1,1.0
32,2,215.17,61.18,182.28,76.19999999999999,1,1,1.0
32,3,291.2,319.5,415.21999999999997,217.86,1,1,1.0
32,4,763.4,128.3,196.60000000000002,123.35,1,1,1.0
33,2,205.3,55.82,168.01,76.20000000000002,1,1,1.0
33,3,351.05,345.8,423.55,191.56,1,1,1.0
33,4,717.9,118.0,242.10000000000002,133.65,1,1,1.0
34,2,191.0,53.13,154.58999999999997,76.20000000000002,1,1,1.0
34,3,401.32,365.0,467.88000000000005,171.16999999999996,1,1,1.0
34,4,680.7,106.62,261.69999999999993,134.68,1,1,1.0
35,2,174.01,47.77,154.60000000000002,76.19999999999999,1,1,1.0
35,3,467.1,393.7,451.9,142.46999999999997,1,1,1.0
35,4,630.01,98.34,261.70000000000005,134.68,1,1,1.0
36,2,163.3,44.19,144.74,76.2,1,1,1.0
36,3,530.5,414.0,413.5,122.16999999999996,1,1,1.0
36,4,603.1,96.27,253.43999999999994,118.10000000000001,1,1,1.0
37,2,150.8,41.51,136.68,76.19999999999999,1,1,1.0
37,3,631.0,446.3,329.0,93.69999999999999,1,1,1.0
37,4,565.9,92.13,237.88,118.1,1,1,1.0
38,2,134.71,41.51,136.67,76.19999999999999,1,1,1.0
38,3,741.1,479.8,208.39999999999998,56.36999999999995,1,1,1.0
38,4,530.73,89.02,237.88,104.67999999999999,1,1,1.0
39,2,115.93,35.25,136.68,76.2,1,1,1.0
39,3,833.9,513.0,122.52999999999997,24.549999999999955,1,1,1.0
39,4,505.9,80.75,219.26,104.66999999999999,1,1,1.0
40,2,112.4,33.47,125.00999999999999,76.2,1,1,1.0
40,4,475.9,75.58,208.90999999999997,104.67,1,1,1.0
41,2,103.5,31.68,116.03,76.19999999999999,1,1,1.0
41,4,441.76,73.51,208.91999999999996,104.67,1,1,1.0
42,2,88.3,29.0,116.03000000000002,76.2,1,1,1.0
42,4,411.76,63.16,208.91999999999996,104.68,1,1,1.0
43,2,73.1,26.31,116.03,76.2,1,1,1.0
43,4,391.1,59.02,189.23000000000002,104.67999999999998,1,1,1.0
44,2,59.69,21.84,116.03,76.2,1,1,1.0
44,4,365.2,56.96,184.09999999999997,89.13999999999999,1,1,1.0
45,2,48.96,19.16,116.03,76.2,1,1,1.0
45,4,350.7,52.82,161.34999999999997,89.14000000000001,1,1,1.0
46,2,48.96,23.6,99.03999999999999,71.75999999999999,1,1,1.0
46,4,326.91,53.85,161.34999999999997,89.15,1,1,1.0
47,2,33.8,20.92,102.58,71.76,1,1,1.0
47,4,297.94,51.78,161.36,89.15,1,1,1.0
48,2,22.18,17.34,102.57,71.75999999999999,1,1,1.0
48,4,280.4,43.51,152.0,82.89000000000001,1,1,1.0
49,2,9.66,27.2,102.58,53.0,1,1,1.0
49,4,253.5,42.47,152.0,82.89,1,1,1.0
50,2,5.19,27.2,96.31,53.0,1,1,1.0
50,4,237.99,35.23,152.0,82.89000000000001,1,1,1.0
51,2,5.19,27.2,83.81,53.0,1,1,1.0
51,4,216.26,36.3,152.0,78.72,1,1,1.0
52,2,0.0,21.84,76.43,53.0,1,1,1.0
52,4,199.71,31.13,151.99999999999997,78.72,1,1,1.0
53,2,0.0,21.84,70.2,53.0,1,1,1.0
53,4,191.4,30.09,140.65,78.72,1,1,1.0
54,2,0.0,21.84,61.3,53.0,1,1,1.0
54,4,168.64,29.06,140.66000000000003,78.72,1,1,1.0
55,2,0.89,19.15,50.61,53.00000000000001,1,1,1.0
55,4,160.4,29.06,131.30999999999997,78.72,1,1,1.0
56,2,0.89,19.15,39.91,53.00000000000001,1,1,1.0
56,4,141.78,24.92,131.30999999999997,78.72,1,1,1.0
57,2,0.89,19.15,32.71,53.00000000000001,1,1,1.0
57,4,130.4,24.92,126.14000000000001,78.72,1,1,1.0
58,2,0.89,19.15,21.11,53.00000000000001,1,1,1.0
58,4,116.95,23.89,126.14,78.72,1,1,1.0
59,2,0.89,19.15,16.61,53.00000000000001,1,1,1.0
59,4,101.43,19.75,126.13999999999999,72.55,1,1,1.0
60,2,0.89,19.15,9.41,53.00000000000001,1,1,1.0
60,4,93.9,31.1,115.04999999999998,59.800000000000004,1,1,1.0
